_c0,_c1,cnt,1
叶玲玲,PERSON_NAME,112,1
国际酒店,HOTEL,112,1
幼幼,PERSON_NAME,112,1
iPhone7plus,PROD_NAME,112,1
颜颜,PERSON_NAME,112,1
11.22,DATE,112,1
40360,DATE,112,1
张起灵,PERSON_NAME,112,1
北京外国语大学,SCHOOL,112,1
刘枫,PERSON_NAME,112,1
心恋,MUSIC,112,1
薛鸿云,PERSON_NAME,112,1
秘?,PROD_NAME,112,1
圭塘店,ADDR,112,1
下个星期一,DAY,112,1
刺梨,PLANT,112,1
广州天河,ADMIN,112,1
王珏,PERSON_NAME,112,1
宋克侠,PERSON_NAME,112,1
福星,ADDR,112,1
济南军区,GOV,112,1
http://t1n.cn/7Jy,URL,112,1
下午2点30,CLOCK,112,1
叶倾城,PERSON_NAME,112,1
李霄鹏,PERSON_NAME,112,1
沈存希,PERSON_NAME,112,1
本拉登,PERSON_NAME,112,1
邵老师,PERSON_NAME,112,1
波叔,PERSON_NAME,112,1
华为B3通用智能手环蓝牙耳机,PROD_NAME,112,1
洁面皂,PROD_TAG,112,1
http://t.cn/RS3DsuS,URL,112,1
邹文,PERSON_NAME,112,1
爱彩,PERSON_NAME,112,1
邱先生,PERSON_NAME,112,1
昭昭,PERSON_NAME,112,1
http://dx.10086.cn/11gwhd,URL,112,1
于毅,PERSON_NAME,112,1
后天晚上,CLOCK,112,1
17.11,DATE,112,1
晚6:00,CLOCK,112,1
回到未来,FILM,112,1
默多克,PERSON_NAME,112,1
《放羊的星星》,TV,112,1
手放开,MUSIC,112,1
刘小北,PERSON_NAME,112,1
蔡当局,PERSON_NAME,112,1
陆小桃,PERSON_NAME,112,1
赵子琪,PERSON_NAME,112,1
王建荣,PERSON_NAME,112,1
妈妈咪呀,TV,112,1
张艳艳,PERSON_NAME,112,1
海拉,PERSON_NAME,112,1
缅甸抹谷,SCENE,112,1
巴恩斯,PERSON_NAME,112,1
钟嘉欣,PERSON_NAME,112,1
粉色连衣裙,PROD_TAG,112,1
女吊带,PROD_TAG,112,1
卢敏,PERSON_NAME,112,1
王慧慧,PERSON_NAME,112,1
鸟叔,PERSON_NAME,112,1
小范,PERSON_NAME,112,1
秀芹,PERSON_NAME,112,1
黑客帝国,FILM,112,1
埃里克-戈登,PERSON_NAME,112,1
无心法师,TV,112,1
恩施市,ADMIN,112,1
2017-06-17 00:00:00,DATE,112,1
邱明,PERSON_NAME,112,1
林月如,PERSON_NAME,112,1
焦敏,PERSON_NAME,112,1
冰岛维克黑沙滩,SCENE,112,1
天艺娱乐,ADDR,112,1
曹亚琦,PERSON_NAME,112,1
鳌山卫站,STATION,112,1
Google Assistant,ADDR,112,0
2018-04-07 00:00:00,DATE,112,1
李君临,PERSON_NAME,112,1
张怡宁,PERSON_NAME,112,1
傲慢与偏见,FILM,112,1
维多利,ADDR,112,1
http://jf.10086.cn,URL,112,1
http://a.189.cn/JJFTpG,URL,112,1
黎遗玲,PERSON_NAME,112,1
银基,ADDR,112,1
昨天19:39,CLOCK,112,1
微风细雨,MUSIC,112,1
陈光,PERSON_NAME,112,1
银博大店,ADDR,112,1
王芹,PERSON_NAME,112,1
慈溪市,ADMIN,112,1
子睿,PERSON_NAME,112,1
00:00:00,CLOCK,112,1
梁渊,PERSON_NAME,112,1
x5,,,1
,PROD_NAME,112,1
张瑄,PERSON_NAME,112,1
vivo X20plus,PROD_NAME,112,1
秦逸,PERSON_NAME,112,1
流量管家,APP_NAME,112,1
张雨欣,PERSON_NAME,112,1
曲阳,ADMIN,112,1
北京故宫博物院,SCENE,112,1
米罗,PERSON_NAME,112,1
朱雨辰,PERSON_NAME,112,1
蔡奇,PERSON_NAME,112,1
山东理工大学,SCHOOL,112,1
霍少霆,PERSON_NAME,112,1
楚九歌,PERSON_NAME,112,1
手表手机,PROD_TAG,112,1
罗源,ADMIN,112,1
郭秀芳,PERSON_NAME,112,1
叶淑婷,PERSON_NAME,112,1
小店,APP_NAME,112,0
云贵川,ADMIN,112,1
刘大,PERSON_NAME,112,1
张美玲,PERSON_NAME,112,1
胡斐,PERSON_NAME,112,1
罗杰斯,PERSON_NAME,112,1
43335,DATE,112,1
唐雄的,PERSON_NAME,112,1
14,STOCK_CODE,111,0
2018.12.31,DATE,111,1
何兰君,PERSON_NAME,111,1
易醒,PERSON_NAME,111,1
蒲松龄,PERSON_NAME,111,1
https://500pc.me,URL,111,1
洛铭岑,PERSON_NAME,111,1
雷佳鑫,PERSON_NAME,111,1
冯萧,PERSON_NAME,111,1
张蓝心,PERSON_NAME,111,1
隆礼路,ADDR,111,1
梁梅秋,PERSON_NAME,111,1
欧阳震华,PERSON_NAME,111,1
2046,FILM,111,1
万科物业,ADDR,111,1
江山,PERSON_NAME,111,1
Prada Prada,PROD_BRAND,111,1
侯楠楠,PERSON_NAME,111,1
李雪芮,PERSON_NAME,111,1
iphone8 plus,PROD_NAME,111,1
李浩宇,PERSON_NAME,111,1
桥南琳林通讯,ADDR,111,1
昨天19:41,CLOCK,111,1
襄州,ADMIN,111,1
郑州站,STATION,111,1
栾城,ADMIN,111,1
敏州东路市地税局,ADDR,111,1
法新社,ADDR,111,1
江西抚州,ADMIN,111,1
李东方,PERSON_NAME,111,1
徐鑫,PERSON_NAME,111,1
高海宁,PERSON_NAME,111,1
陈海霞,PERSON_NAME,111,1
Seungri,MUSIC,111,1
萧正楠,PERSON_NAME,111,1
汪姐,PERSON_NAME,111,1
北京房山长沟vivo专卖店,ADDR,111,1
vivo非凡之夜,,,1
,PROD_NAME,111,1
宁洁,PERSON_NAME,111,1
直播助手,APP_NAME,111,1
朱霞,PERSON_NAME,111,1
ic.qq.com,URL,111,1
台州移动,ADDR,111,1
天合,ADDR,111,1
朱颖,PERSON_NAME,111,1
法国斗牛犬,ANIMAL,111,1
vivox9splus,PROD_NAME,111,1
劳动路,ADDR,111,1
朱淑敏,PERSON_NAME,111,1
蔡婷婷,PERSON_NAME,111,1
李修缘,PERSON_NAME,111,1
腾讯大王卡,,,1
,PROD_NAME,111,1
沃家云盘,APP_NAME,111,1
彭女士,PERSON_NAME,111,1
75.08,DATE,111,1
42912,DATE,111,1
秀娟,PERSON_NAME,111,1
辛普森,PERSON_NAME,111,1
Weibo.intl,URL,111,1
vivo X21系列,PROD_NAME,111,1
襄城电信,ADDR,111,1
桑琰,PERSON_NAME,111,1
今天14:00,CLOCK,111,1
张琪格,PERSON_NAME,111,1
薛家,ADMIN,111,1
白晓文,PERSON_NAME,111,1
小猪短租,APP_NAME,111,1
蔡姐,PERSON_NAME,111,1
昨天18:57,CLOCK,111,1
常安,PERSON_NAME,111,1
晚上18点,CLOCK,111,1
极限挑战第四季,TV,111,1
2008,DATE,111,1
苏沫若,PERSON_NAME,111,1
2017-06-19 00:00:00,DATE,111,1
矿务局,GOV,111,1
刘建平,PERSON_NAME,111,1
吴凡,PERSON_NAME,111,1
林云森,PERSON_NAME,111,1
齐欢,PERSON_NAME,111,1
dpurl.cn/n/xFlDq,URL,111,1
植物大战僵尸2,APP_NAME,111,1
朱燕,PERSON_NAME,111,1
兰若寺,FILM,111,1
童套装,PROD_TAG,111,1
大凉山,SCENE,111,1
北京大兴,ADMIN,111,1
X64,PROD_NAME,111,1
谢小姐,PERSON_NAME,111,1
张星星,PERSON_NAME,111,1
2018-03-21 00:00:00,DATE,111,1
贾士龙,PERSON_NAME,111,1
3200点,CLOCK,111,0
http://dx.10086.cn/khdapp,URL,111,1
400-8109-058,PHONE_NUM,111,1
赵燚,PERSON_NAME,111,1
昨天19:33,CLOCK,111,1
李思,PERSON_NAME,111,1
,,,1
,,,1
,,,1
,SCENE,111,1
喆喆,PERSON_NAME,111,0
刘楚玉,PERSON_NAME,111,1
昨天15:35,CLOCK,111,1
Ignite Julie Bergan,PERSON_NAME,111,0
X21(6+64G),PROD_NAME,111,0
I miss you,MUSIC,111,1
昨天18:59,CLOCK,111,1
朱海平,PERSON_NAME,111,1
吴用,PERSON_NAME,111,1
?,,,1
,PROD_NAME,111,1
土豆网,APP_NAME,111,1
缤纷生活,APP_NAME,111,1
昨天17:59,CLOCK,111,1
有温柔,MUSIC,111,1
?,PERSON_NAME,111,0
《我不是潘金莲》,FILM,111,1
https://b1.ifa.plus,URL,111,1
顾安诚,PERSON_NAME,111,1
01:59:00,CLOCK,111,1
广达,ADDR,111,1
蟹爪兰,PLANT,111,1
调理水,PROD_TAG,111,1
http://t.cn/RutSpeV,URL,111,1
?vivoX21i,PROD_NAME,111,1
铜锣湾微胖,ADDR,111,1
潘冬妹,PERSON_NAME,111,1
nova 3e,PROD_NAME,111,1
夏诗涵,PERSON_NAME,111,1
郑智化,PERSON_NAME,111,1
巫山,SCENE,111,1
开封市晋安小学,SCHOOL,111,1
程玲,PERSON_NAME,111,1
43291,DATE,111,1
福岛,ADMIN,111,1
北戴河,SCENE,111,1
袁静,PERSON_NAME,111,1
徐荣祥,PERSON_NAME,111,1
务川,ADMIN,111,1
http://gx.189.cn/s/wCmNd,URL,111,1
SM,ADDR,111,1
杨曼,PERSON_NAME,111,1
43386,DATE,111,1
叶静,PERSON_NAME,111,1
2018年5月29,DATE,111,1
梦娴,PERSON_NAME,111,1
喜子,PERSON_NAME,111,1
蒙自星耀13店,ADDR,111,1
桃姐,FILM,111,1
夏婉玉,PERSON_NAME,111,1
红萍,PLANT,111,1
条纹衫,PROD_TAG,111,1
G-DRAGON,PERSON_NAME,111,1
上午7:00,CLOCK,111,1
迈克尔·乔丹,PERSON_NAME,111,1
塞缪尔·杰克逊,PERSON_NAME,111,1
虞井,PERSON_NAME,111,1
18075908777,PHONE_NUM,111,1
中公,SCHOOL,111,1
纺织城,ADDR,111,1
馨馨,PERSON_NAME,111,1
加利福尼亚,ADMIN,111,1
张春霞,PERSON_NAME,111,1
吉川,ADMIN,111,1
OWWO欧沃L901,PROD_NAME,111,1
顾莞宁,PERSON_NAME,111,1
田涛,PERSON_NAME,111,1
?,PROD_NAME,111,0
托比,PERSON_NAME,111,1
邵阳市顺德办公家具有限公司,ADDR,111,1
2月底,DATE,111,1
友邦吊顶,STOCK_NAME,111,1
昌都,ADMIN,111,1
205国道,ADDR,111,1
峄城,ADMIN,111,1
一样的夏天,MUSIC,111,1
43366,DATE,111,1
贴面膜,PROD_TAG,111,1
叶佳期,PERSON_NAME,111,1
盛世华庭,ADDR,111,1
国防大学,SCHOOL,111,1
卫子夫,PERSON_NAME,111,1
深圳农商行,ADDR,111,1
Ignite-K-391 feat.Alan Walker,PERSON_NAME,111,0
风中舞,MUSIC,111,1
42896,DATE,111,1
ZUZU,PROD_BRAND,111,1
陆雨汐,PERSON_NAME,111,1
42956,DATE,111,1
43391,DATE,111,1
星期天下午,CLOCK,111,1
龙翔通讯,ADDR,111,1
The La La La,MUSIC,111,1
chanel,PROD_BRAND,111,1
宣城市,ADMIN,111,1
http://v.wo.cn/sftc,URL,111,1
07:00:00,CLOCK,111,1
本月23日,DATE,111,1
任雪,PERSON_NAME,111,1
叶赫那拉氏,PERSON_NAME,111,0
晚上23点,CLOCK,111,1
省纪委,GOV,111,1
郑嘉颖,PERSON_NAME,111,1
台儿庄古城,SCENE,111,1
http://7qtt.cn/101,URL,111,1
43193,DATE,111,1
李大妈,PERSON_NAME,111,1
蒙毅,PERSON_NAME,111,1
刘艳艳,PERSON_NAME,111,1
蒋玲玲,PERSON_NAME,111,1
刘海红,PERSON_NAME,111,1
?,PERSON_NAME,111,0
阳信,ADMIN,111,1
汰渍,PROD_BRAND,111,1
润达国际,ADDR,111,1
陈桂英,PERSON_NAME,111,1
任妙音,PERSON_NAME,111,1
刷脸,APP_NAME,111,1
王秋,PERSON_NAME,111,1
二手手机,PROD_TAG,111,1
乔石,PERSON_NAME,111,1
白丽,PERSON_NAME,111,1
校服裤,PROD_TAG,111,1
步步高金1480,PROD_NAME,111,1
工蜂,ANIMAL,111,1
2018-05-25 00:00:00,DATE,111,1
上午10点半,CLOCK,111,1
https://b9.ifa.plus,URL,111,1
0.498611111111,CLOCK,111,1
《游子吟》,MUSIC,111,1
洪山区,ADMIN,111,1
赵贵,PERSON_NAME,111,1
奈落,PERSON_NAME,111,1
黑龙江牡丹江,ADMIN,110,1
《向幸福出发》,TV,110,1
潘飞,PERSON_NAME,110,1
欲爱,FILM,110,1
YG,ADDR,110,1
亚萍,PERSON_NAME,110,1
43455,DATE,110,1
48.2,DATE,110,1
大华文景,ADDR,110,1
《上海滩》,TV,110,1
p20,PROD_NAME,110,1
谢婷婷,PERSON_NAME,110,1
小萱,PERSON_NAME,110,1
阿里集团,ADDR,110,1
磁器口,ADDR,110,1
www.189.cn/sd,URL,110,1
黄花机场,STATION,110,1
绑带鞋,PROD_TAG,110,1
东关营业厅,ADDR,110,1
2018-04-05 00:00:00,DATE,110,1
暨大,SCHOOL,110,1
徐西凤,PERSON_NAME,110,1
黄媛,PERSON_NAME,110,1
江沅,PERSON_NAME,110,1
梁容,,,1
,PERSON_NAME,110,1
李海红,PERSON_NAME,110,1
http://dx.10086.cn/Dmim2Mb,URL,110,1
绕城高速,ADDR,110,1
中华广场,ADDR,110,1
刘美娟,PERSON_NAME,110,1
42942,DATE,110,1
大洋洲,ADMIN,110,1
高速,ADDR,110,1
李家诚,PERSON_NAME,110,1
国家药品监督管理局,GOV,110,1
美即,PROD_BRAND,110,1
42926,DATE,110,1
叶冰蓝,PERSON_NAME,110,1
凌晨01:30,CLOCK,110,1
鼓楼国美,ADDR,110,1
2017-07-28 00:00:00,DATE,110,1
42844,DATE,110,1
香港迪士尼,SCENE,110,1
陈友,PERSON_NAME,110,1
《致我们单纯的小美好》,TV,110,1
张亚,PERSON_NAME,110,1
省宝邵阳招商中心,ADDR,110,1
荣耀+1,PROD_NAME,110,1
紫荆山站,STATION,110,1
孙红娜,PERSON_NAME,110,1
荔浦,ADMIN,110,1
美卡,ANIMAL,110,1
飞科剃须刀,PROD_NAME,110,1
马亮,PERSON_NAME,110,1
张桂英,PERSON_NAME,110,1
http://dwz.cn/5fXPQB,URL,110,1
羽婷,PERSON_NAME,110,1
雅顿,PROD_BRAND,110,1
vivo重庆服务号,ADDR,110,1
document.write,URL,110,1
静霆,PERSON_NAME,110,1
伊布,PERSON_NAME,110,1
?,PERSON_NAME,110,0
Kathy,PERSON_NAME,110,1
那些花儿,TV,110,1
吴宇,PERSON_NAME,110,1
四川内江,ADMIN,110,1
锤子坚果R1,PROD_NAME,110,1
梁宇,PERSON_NAME,110,1
渭河,SCENE,110,1
2016-10-17 00:00:00,DATE,110,1
43318,DATE,110,1
D7,TRAIN_NUM,110,0
刘微,PERSON_NAME,110,1
方静,PERSON_NAME,110,1
43152,DATE,110,1
林陆骁,PERSON_NAME,110,1
13574982413,PHONE_NUM,110,1
马代,ADMIN,110,1
今晚19点,CLOCK,110,1
福建南平,ADMIN,110,1
http://dx.10086.cn/zdcxdx,URL,110,1
兰玉,PERSON_NAME,110,1
84.9,DATE,110,1
蔡伦,PERSON_NAME,110,1
13786961701,PHONE_NUM,110,1
10:10:00,CLOCK,110,1
小庄,ADDR,110,1
徐卫华,PERSON_NAME,110,1
澳门特别行政区,ADMIN,110,1
华师,SCHOOL,110,1
好奇心,BOOK,110,0
市委宣传部,GOV,110,1
赵纯良,PERSON_NAME,110,1
李海军,PERSON_NAME,110,1
宋楚瑜,PERSON_NAME,110,1
宁河,ADMIN,110,1
池傲,PERSON_NAME,110,1
《孟子》,BOOK,110,1
五月十号,DATE,110,1
汉南,ADMIN,110,1
r15/1,TRAIN_NUM,110,0
保山市,ADMIN,110,1
宝安区文明办,GOV,110,1
复仇者联盟4,FILM,110,1
孙军,PERSON_NAME,110,1
齐晨,PERSON_NAME,110,1
刘雨辰,PERSON_NAME,110,1
王亚平,PERSON_NAME,110,1
惊爆价,PROD_NAME,110,1
李阳阳,PERSON_NAME,110,1
Elena,PERSON_NAME,110,1
王一凡,PERSON_NAME,110,1
￥158￥,TAOBAO_PROD_ID,110,0
诺基亚6,PROD_NAME,110,1
陆河,ADMIN,110,1
钟山,SCENE,110,1
Fresh,PROD_BRAND,110,1
东关,ADDR,110,1
狮山,ADMIN,110,1
岳阳移动,ADDR,110,1
周武区,ADMIN,110,1
凡尔赛宫,SCENE,110,1
恒信通3店,ADDR,110,1
沈洁静,PERSON_NAME,110,1
https://b5.ifa.plus,URL,110,1
00:29:00,CLOCK,110,1
Cherry,PERSON_NAME,110,1
杨受成,PERSON_NAME,110,1
白晰,PERSON_NAME,110,1
台湾海峡,ADDR,110,1
卢勇,PERSON_NAME,110,1
曾轶可,PERSON_NAME,110,1
29.2,DATE,110,1
特里尔,PERSON_NAME,110,1
小莹,PERSON_NAME,110,1
八宝山,ADDR,110,1
https://b12.ifa.plus,URL,110,1
老范,PERSON_NAME,110,1
《隐私政策》,BOOK,110,1
敏州东路地税局,GOV,110,1
苏文,PERSON_NAME,110,1
曾强,PERSON_NAME,110,1
43146,DATE,110,1
《国家宝藏》,FILM,110,1
65.5,DATE,110,1
雪山飞狐,TV,110,1
邵阳债权登记运营中心,ADDR,110,1
冯仑,PERSON_NAME,110,1
43259,DATE,110,1
s7,PROD_NAME,110,1
86.9,DATE,110,1
艺术人生,TV_SHOW,110,1
10点30分,CLOCK,110,1
4.31,DATE,110,1
女长裙,PROD_TAG,110,1
谢腾飞,PERSON_NAME,110,1
格美集团,ADDR,110,1
今天上午9点,CLOCK,110,1
苏灿,PERSON_NAME,110,1
布鞋子,PROD_TAG,110,1
https://b2.ifa.plus,URL,110,1
http://mrw.so/5hM8CY,URL,110,1
芦山,ADMIN,110,1
春林初盛,PERSON_NAME,110,1
金总,PERSON_NAME,110,1
https://gec.ve-china.com.cn/public/login?l=zh-cn,URL,110,1
垣曲,ADMIN,110,1
G5,TRAIN_NUM,110,0
张路,PERSON_NAME,110,1
23.3,DATE,110,1
《情妇》,TV,110,1
南加州大学,SCHOOL,110,1
vivo耳机,PROD_NAME,110,1
昨天18:55,CLOCK,110,1
明天上午12点,CLOCK,110,1
手推车,PROD_TAG,110,1
姬回春,PERSON_NAME,110,1
叶梵天,PERSON_NAME,110,1
麦颂,PERSON_NAME,110,1
西苑,ADDR,110,1
#^_^#,EXPR_NAME,110,1
郭小莲,PERSON_NAME,110,1
唐洁,PERSON_NAME,110,1
《王牌对王牌》,TV,110,1
昨天17:52,CLOCK,110,1
余杭区,ADMIN,110,1
李大哥,PERSON_NAME,110,1
李秋燕,PERSON_NAME,110,1
红1,PROD_NAME,110,1
古龙香水,PROD_NAME,110,1
谷歌地图,APP_NAME,110,1
,,,1
,,,1
,STATION,110,1
11.17,DATE,110,1
潮州市,ADMIN,110,1
mix2s,PROD_NAME,110,1
03:15:00,CLOCK,110,1
姜明星,PERSON_NAME,110,1
小武,FILM,110,1
美利坚合众国,GOV,110,1
少女内衣,PROD_TAG,110,1
白胡子,PERSON_NAME,110,1
江峰,PERSON_NAME,110,1
www.caesaronly.com,URL,110,1
t.cn/Rm0DxpH,URL,110,1
十三中,SCHOOL,110,1
小裤裤,PROD_TAG,110,1
SUPOR,PROD_BRAND,110,1
NINE PERCENT,PERSON_NAME,110,1
2017-07-05 00:00:00,DATE,110,1
蒋校长,PERSON_NAME,110,1
林天成,PERSON_NAME,110,1
42932,DATE,110,1
42959,DATE,110,1
赵微,PERSON_NAME,110,1
蔡丽,PERSON_NAME,110,1
张轩,PERSON_NAME,110,1
南京禄口机场,STATION,110,1
明早八点,CLOCK,110,1
2017-08-23 00:00:00,DATE,110,1
周昊,PERSON_NAME,110,1
丁泽仁,PERSON_NAME,110,1
备份与恢复,APP_NAME,110,0
楚岩,PERSON_NAME,110,1
昨天19:47,CLOCK,110,1
张晴,PERSON_NAME,110,1
莫名我就喜欢你,FILM,110,1
www.gx.10086.cn,URL,110,1
明天早上8:30,CLOCK,110,1
谢云涛口腔,SCENE,110,1
昨天09:40,CLOCK,110,1
杨聪,PERSON_NAME,110,1
卢梭,PERSON_NAME,110,1
ah.10086.cn/m/s/yxhd9,URL,110,1
43180,DATE,110,1
木村光希,PERSON_NAME,110,1
三峡人家,SCENE,110,1
钓鱼台国宾馆,HOTEL,110,1
陈钟,PERSON_NAME,110,1
超能力者,FILM,110,1
黑崎一护,PERSON_NAME,110,1
02:15:00,CLOCK,110,1
72年,DATE,110,1
梁玉菡,PERSON_NAME,110,1
百度视频,APP_NAME,109,1
明天下午6点,CLOCK,109,1
爱思助手,APP_NAME,109,1
露娜洁面仪,PROD_NAME,109,1
迅雷看看,APP_NAME,109,1
李怡,PERSON_NAME,109,1
2017年12月底,DATE,109,1
?,PROD_NAME,109,0
http://t.cn/R1ZyME2,URL,109,1
Gucci Gucci,PROD_BRAND,109,1
郑哥,PERSON_NAME,109,1
张胜侠,PERSON_NAME,109,1
Mark,PERSON_NAME,109,1
孟佳,PERSON_NAME,109,1
桂芳,PERSON_NAME,109,1
通河,ADMIN,109,1
生门,FILM,109,1
谢舜民,PERSON_NAME,109,1
何而,PERSON_NAME,109,1
陶然,PERSON_NAME,109,1
方小宇,PERSON_NAME,109,1
唇蜜,PROD_TAG,109,1
张小五,,,1
,PERSON_NAME,109,1
08日,DAY,109,0
广州东站,STATION,109,1
杨言言,PERSON_NAME,109,1
卢卡斯,PERSON_NAME,109,1
?,PROD_NAME,109,0
威尔士,ADMIN,109,1
理塘,ADMIN,109,1
57.9,DATE,109,1
小米手机,,,1
,PROD_NAME,109,1
￥139￥,TAOBAO_PROD_ID,109,0
泰山,,,1
,SCENE,109,1
北京人民大会堂,SCENE,109,1
朱临路,ADDR,109,1
2018.04.19,DATE,109,1
《中国共产党纪律处分条例》,BOOK,109,0
中国信网物联科技有限公司,ADDR,109,1
《上瘾》,TV,109,1
《亲爱的客栈》,TV,109,0
张兆辉,PERSON_NAME,109,1
Air Jordan 1,PROD_NAME,109,1
汭林,PERSON_NAME,109,1
陆连城,PERSON_NAME,109,1
崂山,ADMIN,109,1
扫毒,FILM,109,1
北美地区,ADDR,109,0
X玖少年团,PERSON_NAME,109,1
红米4,PROD_NAME,109,1
福满楼,CATER,109,1
凤凤,PERSON_NAME,109,1
曹飞,PERSON_NAME,109,1
张珊珊,PERSON_NAME,109,1
日喀则,ADMIN,109,1
安璃,PERSON_NAME,109,1
闫总,PERSON_NAME,109,1
11.14,DATE,109,1
水世界,SCENE,109,1
晏梦洁,PERSON_NAME,109,1
呼机,PROD_TAG,109,1
龙潭大峡谷,SCENE,109,1
杨晓东,PERSON_NAME,109,1
43369,DATE,109,1
李益庭,PERSON_NAME,109,1
神座,BOOK,109,1
颜丽,PERSON_NAME,109,1
华盛联通厅,ADDR,109,1
彭经理,PERSON_NAME,109,1
侯君集,PERSON_NAME,109,1
手机带,PROD_TAG,109,1
变形记,TV,109,1
Louis Vuitton,PROD_BRAND,109,1
王曼,PERSON_NAME,109,1
李素梅,PERSON_NAME,109,1
半秋山,CATER,109,1
Sam,PERSON_NAME,109,1
刘雯雯,PERSON_NAME,109,1
小六子,PERSON_NAME,109,1
0,,,1
,ADDR,109,1
大爆炸,TV,109,1
幸福在哪里,TV,109,1
mother,TV,109,1
2017-10-04 00:00:00,DATE,109,1
死神来了,FILM,109,1
“神奇女侠”,FILM,109,1
李艳霞,PERSON_NAME,109,1
2018年6月1号,DATE,109,1
刘学,PERSON_NAME,109,1
条纹裙,PROD_TAG,109,1
白公馆,SCENE,109,1
《一路向西》,FILM,109,1
休闲西装,PROD_TAG,109,1
王童妹,PERSON_NAME,109,1
http://wap.ha.10086.cn,URL,109,1
雪肌精,PROD_BRAND,109,1
沁县,ADMIN,109,1
蔡家坡,ADMIN,109,1
HUAWEI Mate 8,PROD_NAME,109,1
庞德,PERSON_NAME,109,1
《等你下课》,MUSIC,109,1
畅享7S,PROD_NAME,109,1
05月18,DATE,109,1
瓜迪奥拉,PERSON_NAME,109,1
茉茉,PERSON_NAME,109,1
邹娟,PERSON_NAME,109,1
陈华伟,PERSON_NAME,109,1
榆林市,ADMIN,109,1
全国学联,ADDR,109,1
6.2日,DATE,109,1
中国国务院,GOV,109,1
夏初一,PERSON_NAME,109,1
吴希晨,PERSON_NAME,109,1
2017-09-17 00:00:00,DATE,109,1
本月27号,DATE,109,1
陈美丽,PERSON_NAME,109,1
田波,PERSON_NAME,109,1
猫哥,PERSON_NAME,109,1
西非,ADMIN,109,1
阳新县海峡移动,ADDR,109,1
2018-06-09 00:00:00,DATE,109,1
Apple iPhone X,PROD_NAME,109,1
学步车,PROD_TAG,109,1
丁亮,PERSON_NAME,109,1
颍上夏桥,ADDR,109,1
￥129￥,TAOBAO_PROD_ID,109,0
成都双流国际机场,STATION,109,1
48,STOCK_CODE,109,0
围猎,FILM,109,1
42951,DATE,109,1
临沧市,ADMIN,109,1
高宇杰,PERSON_NAME,109,1
秦瑶,PERSON_NAME,109,1
杨诗诗,PERSON_NAME,109,1
陈曼,PERSON_NAME,109,1
黄阿丽,PERSON_NAME,109,1
茅晴,PERSON_NAME,109,1
朱海洲,PERSON_NAME,109,1
合子,PLANT,109,1
火狐浏览器,APP_NAME,109,1
X21A UD,PROD_NAME,109,1
明天上午11点,CLOCK,109,1
2017-09-23 00:00:00,DATE,109,1
陈太太,PERSON_NAME,109,1
李海连,PERSON_NAME,109,1
关山镇,SCENE,109,1
长青北路,ADDR,109,1
42860,DATE,109,1
天赐,PERSON_NAME,109,1
钟某,PERSON_NAME,109,1
?快递,EXPRESS_VENDOR,109,0
牛仔裤子,PROD_TAG,109,1
白沙鑫盛,ADDR,109,1
袁蒙,PERSON_NAME,109,1
05月12,DATE,109,1
医者仁心,TV,109,1
哈利路亚,MUSIC,109,1
《伤寒杂病论》,BOOK,109,1
商场同款,PROD_BRAND,109,0
叶琳娜,PERSON_NAME,109,1
真儿,PERSON_NAME,109,1
东江湖,SCENE,109,1
m.tb.cn/.TfkB0r,URL,109,1
bigbang,PERSON_NAME,109,1
哈里斯,PERSON_NAME,109,1
陆一楠,PERSON_NAME,109,1
苹果装饰,ADDR,109,1
巽寮湾,SCENE,109,1
私生活,BOOK,109,0
Hymn For The Weekend,MUSIC,109,1
安全局,GOV,109,1
若菜奈央,PERSON_NAME,109,1
55.2,DATE,109,1
波什,PERSON_NAME,109,1
俊希,PROD_BRAND,109,1
坤叔,PERSON_NAME,109,1
湄公河行动,FILM,109,1
黄岛区,ADMIN,109,1
房东急,PROD_NAME,109,1
李小军,PERSON_NAME,109,1
http://iqiyi.cn/pcxcqTD,URL,109,1
区教育局,GOV,109,1
张大年,PERSON_NAME,109,1
希芸,ADDR,109,1
上午11：00,CLOCK,109,1
一生守候,MUSIC,109,1
wap.jx.10086.cn/pay,URL,109,1
多米尼克,PERSON_NAME,109,1
VIVO X21屏幕,PROD_NAME,109,1
婉芳,PERSON_NAME,109,1
运动帽,PROD_TAG,109,1
玲,,,1
,PERSON_NAME,109,1
凌楚汐,PERSON_NAME,109,1
陈一新,PERSON_NAME,109,1
谢兰,PERSON_NAME,109,1
林慧芝,PERSON_NAME,109,1
詹姆斯·哈登,PERSON_NAME,109,1
你很善良,MUSIC,109,1
梁小冰,PERSON_NAME,109,1
陈佳豪,PERSON_NAME,109,1
王茹,PERSON_NAME,109,1
周龙,PERSON_NAME,109,1
西安北站,STATION,109,1
9.08,DATE,109,1
3年,DATE,109,0
wap.sx.10086.cn,URL,109,1
杨洁篪,PERSON_NAME,109,1
翼城,ADMIN,109,1
殷祖电信,ADDR,109,1
东成西就,FILM,109,1
含山,ADMIN,109,1
何展成,PERSON_NAME,109,1
维娜,PERSON_NAME,109,1
云南保山,ADMIN,109,1
天津商业大学,SCHOOL,109,1
龚姣娟,PERSON_NAME,109,1
易红月,PERSON_NAME,109,1
42929,DATE,109,1
男士裤子休闲裤,PROD_BRAND,109,0
vivo客户服务中心,ADDR,109,1
